,Ticker,Trailing_Annual_Dividend_Yield,5_Year_Average_Dividend_Yield,Payout_Ratio,Profit_Margin,Return_on_Equity,Total_Cash_(mrq),Total_Debt/Equity_(mrq),Operating_Cash_Flow,Levered_Free_Cash_Flow,discretized FADY
0,ADBE,-0.5465677148756493,-1.5516806421923297,-0.8201327901782199,0.7804195077354459,-0.0680039055947013,-0.1940246514371787,-0.4166497467863072,-0.1254458946423101,0.0308067074090882,1
1,ADP,0.4294591471752105,0.0764585902438773,1.5409466892618071,0.272935957633075,0.4721113560940383,-0.3580524281707465,0.0161775920406641,-0.3088779292575805,-0.2200351401700013,1
2,ABNB,-0.5465677148756493,,-0.8201327901782199,2.6612053671434848,0.200429866627583,-0.1009131742154835,-0.4200603149792703,-0.2888354741689761,-0.263832923080636,1
3,ALGN,-0.5465677148756493,,-0.8201327901782199,-0.3306092358261578,-0.2289978889843134,-0.3629245403509515,-0.5353375199014252,-0.4368189413156865,-0.4038358541683366,1
4,GOOGL,-0.5465677148756493,,-0.8201327901782199,0.4865467172029398,-0.125269777002122,2.8488800779997336,-0.4944107015858672,4.162332377682811,4.240702689001004,1
5,GOOG,-0.5465677148756493,,-0.8201327901782199,0.4865467172029398,-0.125269777002122,2.8488800779997336,-0.4944107015858672,4.162332377682811,4.240702689001004,1
6,AMZN,-0.5465677148756493,,-0.8201327901782199,-0.7041120728255366,-0.2101081050131156,1.3393373208328896,-0.0766423330878255,2.646512785220755,1.9598999637911343,1
7,AMD,-0.5465677148756493,,-0.8201327901782199,-0.8734839176915831,-0.2906382366798009,-0.2411217358458269,-0.5255255775616697,-0.3947119217022558,-0.271796156337115,1
8,AEP,1.373105971148554,1.2931862962042688,2.207758795530067,-0.1934686002443216,-0.2331072454973459,-0.3822965997252443,0.3340950179047227,-0.2910140018959983,-0.6507133387912425,2
9,AMGN,0.8596510816336466,0.9342953901296208,1.5357776031667043,0.8493058177742483,0.5936687729472903,0.5427469793693748,3.591292582744327,-0.0143409805641771,0.1356559452860622,1
10,ADI,0.2860618356890653,-0.0548429607590425,1.2073418251240196,0.7696757713073759,-0.2321793262847256,-0.371638583658147,-0.4428848867321777,-0.2653073747171362,-0.2352980039115861,1
11,ANSS,-0.5465677148756493,,-0.8201327901782199,0.4827548102283267,-0.2260152915151769,-0.3802608688526153,-0.4609871332948282,-0.4466319016092854,-0.4173049996188996,1
12,AAPL,-0.324533168058392,-0.9389400708453702,-0.2105782529634066,0.6666622984970564,0.8465267583863062,1.268421021321017,0.4934997282158317,4.340971651298633,4.99853705390926,0
13,AMAT,-0.1857615762976062,-0.6588300953724744,-0.2515333197169133,0.7007894612685733,0.025251975273633,-0.2116183898656967,-0.3744111714734556,-0.0962536231002124,-0.0846601748098577,0
14,ASML,-0.2643988116287182,-0.8864194504442022,0.3842642699807295,0.8644734456727003,0.212360256504129,-0.2627755677578491,-0.3340090559568151,-0.1441812330947011,-0.1516840547185562,0
15,AZN,1.548883320712216,0.6366785411896692,2.230423249947056,-0.1049907708366854,-0.1849880063286104,-0.2592568200721455,-0.1362485710448433,-0.0239265025630749,0.3858341900937785,1
16,TEAM,-0.5465677148756493,,-0.8201327901782199,-1.7942853280267688,-0.8263790220804739,-0.3361279233598241,0.3102210405539806,-0.4342465357756186,-0.3812906136137018,1
17,ADSK,-0.5465677148756493,-1.236556919785322,-0.8201327901782199,0.1509629499496908,0.2158730935233342,-0.3447894561246329,0.384676367720361,-0.3973261549746824,-0.3248843780469753,1
18,BKR,0.5543535797599177,1.118117561533709,1.0133022855540073,-0.4993490961964354,-0.217133779051526,-0.2825346893775693,-0.3235149999784669,-0.3432986673445315,-0.2711325535657418,1
19,BIIB,-0.5465677148756493,,-0.8201327901782199,-0.0082971429840542,-0.2220384948896615,-0.3355865775620235,-0.2733009421220708,-0.4160614934270734,-0.3726637775858495,1
20,BKNG,-0.5465677148756493,,-0.8201327901782199,0.6913096938320408,2.014975886906468,-0.0207939961410015,,-0.1193460170066479,-0.0196271032152789,1
21,AVGO,0.2768103962383463,1.0305831941984287,1.3982003886355068,1.5514405925734192,0.1065774662654214,-0.0968530807319793,0.3183014636573087,0.3124381784891549,0.4521944672311038,1
22,CDNS,-0.5465677148756493,,-0.8201327901782199,0.6104156783736306,-0.0750958595768703,-0.3715324798817781,-0.4435145300908785,-0.4169329045178823,-0.3895398596646427,1
23,CHTR,-0.5465677148756493,,-0.8201327901782199,-0.389383793932659,-0.0281033794520309,-0.3821152488829811,2.9379326575323685,0.1503557155987021,-0.2518880731959175,1
24,CTAS,-0.1533815382200896,-0.7726247729083382,0.614885034223777,0.0378377252070702,-0.0425524071914032,-0.3951852311521788,-0.2102841359720898,-0.403861738155749,-0.381954216385075,0
25,CSCO,0.9059082788872418,0.9518022635966767,1.0419310700807305,0.5459532598052097,-0.0825192132778322,0.2493375569614747,-0.4515949531942066,0.3215879949426482,0.6293764071877623,1
26,CTSH,0.1981731609072344,-0.4399941770342744,0.2852563901591454,-0.2535071273423605,-0.181674009140681,-0.3334211943708213,-0.4939909393467334,-0.3751051721590558,-0.3228935697328555,0
27,CMCSA,0.688499451795344,0.2690341983814934,0.4423170830488069,-0.1410138870955087,-0.1738529757771675,-0.2235279974173089,0.0921020870440133,0.7647005346189665,0.3367275850121578,1
28,CEG,-0.14875581849473,,-0.0670367083224753,-0.5284203830018017,-0.1991056343491899,-0.3464134935180346,-0.196274571240995,-0.6731277652156947,-0.4956791413291662,0
29,CPRT,-0.5465677148756493,,-0.8201327901782199,1.1615061586840507,-0.1376641264849781,-0.3263836989994141,-0.5420537157275681,-0.4130115546092424,-0.4119032730599213,1
30,CSGP,-0.5465677148756493,,-0.8201327901782199,0.1326353995723947,-0.2547807871064044,-0.2560087452853422,-0.4725305948710113,-0.4523984645027132,-0.4266180009123518,1
31,COST,-0.2643988116287182,-0.991460691246538,0.2582180936616847,-0.7685744913939572,-0.1106881893752324,0.0146641536149346,-0.3322250664404959,0.0070085911606405,-0.0926234080663367,0
32,CRWD,-0.5465677148756493,,-0.8201327901782199,-0.959433809116144,-0.2983267101557972,-0.3117673624587992,-0.3504847238428217,-0.4278255431529934,-0.3879266413274343,1
33,CSX,0.0501501296957295,-0.5537888545701384,0.0844572764647678,0.720380980637407,-0.0878216087785193,-0.3585937739685471,0.2858748306842127,-0.2396007475382741,-0.2936950477924324,0
34,DDOG,-0.5465677148756493,,-0.8201327901782199,-1.041591793566092,-0.3079373020007926,-0.3342332130675222,-0.2949711677173598,-0.4511719533923997,-0.4200669143533551,1
35,DXCM,-0.5465677148756493,,-0.8201327901782199,-0.2326516389819891,-0.1710692181393068,-0.3098726521664972,0.0762035922368158,-0.4427528151385496,-0.4153858604040881,1
36,FANG,1.9513209368184947,0.9430488268631492,0.7313882823672476,1.6702536777779589,-0.1522457141118676,-0.375186022671134,-0.353265648677084,-0.2252224645399275,-0.4584510258551267,3
37,DLTR,-0.5465677148756493,,-0.8201327901782199,-0.6851525379524716,-0.2038777902998083,-0.3855365543250806,0.0703793911688326,-0.3746694666136514,-0.4265124880717035,1
38,EBAY,0.5451021403091987,,-0.045565119927433,0.7728356937862199,0.0419545211007974,-0.1615439035691455,0.1757921834713402,-0.3450414895261492,-0.2452520454821849,1
39,EA,-0.2967788497062348,,0.0124876931406444,-0.106254739828223,-0.2075231872065306,-0.3353159046631233,-0.3985475002236565,-0.3790265220676958,-0.3268751863610951,0
40,ENPH,-0.5465677148756493,,-0.8201327901782199,0.3993328567868411,0.1733213696303202,-0.3493908954059376,0.1279917584899641,-0.4354486473753895,-0.418985905438788,1
41,EXC,1.11869138625378,1.2669259860036846,1.8013891040535248,-0.288898259105415,-0.2364212426852753,-0.3893692825735085,0.3374531158177942,-0.3001638183494917,-0.6991563411014899,2
42,FAST,0.4387105866259296,0.3828288759173572,1.91113277807263,0.0511093996182157,-0.066280627056978,-0.3895181526679037,-0.4712713081536095,-0.4151900823362646,-0.3879266413274343,1
43,FTNT,-0.5465677148756493,,-0.8201327901782199,0.4732750427917943,,-0.3117673624587992,6.927510389100895,-0.3764122887952691,-0.3434652556454264,1
44,GEHC,-0.491059078171335,,-0.7493560728760432,-0.3697922745638253,-0.196984676148915,-0.3323385027752202,0.2105275087596728,-0.3842549886125491,-0.2930314450210591,0
45,GILD,1.1603228637820155,1.8008856267488926,1.7170932385026176,0.4227162831302878,-0.1147312659445064,-0.1818443709866663,0.0364835903587678,-0.1093247894623457,0.1568912339700063,2
46,GFS,-0.5465677148756493,,-0.8201327901782199,0.2343849033911764,-0.1994370340679828,-0.3193462036280069,-0.4211621908569968,-0.3912262773390202,-0.5611269646558533,1
47,HON,0.3970791090976939,0.0852120269774053,1.209727557167913,0.0068704849143975,-0.0933228441104822,-0.1829270625822674,0.0756788894378984,-0.2683573135349673,-0.1808825766589794,1
48,IDXX,-0.5465677148756493,,-0.8201327901782199,0.5162499885040748,0.3218547235933177,-0.3885924513536647,-0.0915963628569718,-0.4391499659836003,-0.4160395091338908,1
49,ILMN,-0.5465677148756493,,-0.8201327901782199,-2.5254913896313056,-0.4112677343204324,-0.3723168899427911,-0.3507470752422805,-0.4578456552313595,-0.4288377521825953,1
50,INTC,0.4849677838795249,0.9605557003302052,2.1723704368789787,-1.1294376384779594,-0.3037616655440015,0.2799235945372059,-0.3101875488859647,0.1586341209613866,-0.7522445628113502,0
51,INTU,-0.2921531299808753,-1.096501932048874,0.5910277137848411,0.1749783607889065,-0.1894950425041945,,,-0.2740214856252251,-0.1702649323170073,0
52,ISRG,-0.5465677148756493,,-0.8201327901782199,0.4663232133383372,-0.208583666306668,-0.2221746329228075,,-0.3873049274303802,-0.3693457637289832,1
53,JD,7.3079043787848255,,0.306330356546872,-0.7925899022331727,-0.2357584432476895,6.162187033438022,-0.4291376734005415,2.068767232014464,1.1383597328310473,1
54,KDP,0.6052364967388727,0.2777876351150212,1.5453205313422786,-0.1011988638620723,-0.2421875977922725,-0.3905331760387797,-0.2492170836517617,-0.3981975660654913,-0.3832814219278215,1
55,KLAC,-0.1163757804172133,-0.3174460627648824,0.1047359988378634,0.9952942362968484,0.5145305200995351,-0.3068952502785942,0.5115495044985908,-0.3210776845289049,-0.2731233618798616,0
56,KHC,1.4378660473035874,2.658722426634636,1.8089439221925208,-0.2377075149481397,-0.2527923887936467,-0.3691500170256578,-0.3415647762612258,-0.3197705678926916,-0.2936950477924324,2
57,LRCX,-0.0932471817904157,-0.4399941770342744,0.147679175627948,0.6521266550943732,0.0474557564327602,-0.2579034555776441,-0.2278616797358231,-0.2600789081722829,-0.2173807290845083,0
58,LCID,-0.5465677148756493,,-0.8201327901782199,-0.932890460293853,-0.6994529297827763,-0.2779332500962646,-0.3193173775871276,-0.5912151226796595,-0.612887980822967,1
59,LULU,-0.5465677148756493,,-0.8201327901782199,-0.2446593444015968,-0.0911356059664488,-0.3680673254300567,-0.3790285561039288,-0.3899191607028069,-0.3773089969854623,1
60,MAR,-0.1533815382200896,-0.5275285443695543,-0.0443722539054861,2.0671399411207845,9.296026548618716,-0.3781634245590371,,-0.350705661616407,-0.3102851170767637,0
61,MRVL,-0.3430360469598301,-1.0877484953153462,-0.3823509601237454,-1.5718267855161403,-0.3170839342394778,-0.3779306458659828,-0.4005413708595426,-0.4239041932443534,-0.3567373110728914,0
62,MELI,-0.5465677148756493,-1.359105034054714,-0.8201327901782199,-0.4607980419545369,0.0060970715274008,-0.2489712499139349,0.4502117473051454,-0.2683573135349673,-0.2220259484841211,1
63,META,-0.5465677148756493,,-0.8201327901782199,0.5472172287967476,-0.1455514397922502,1.256782086668305,-0.4174368009846833,2.409924674066142,1.4986960376867235,1
64,MCHP,0.2213017595340319,-0.3787201198995784,0.4693553795462677,0.8455139107996354,-0.0378465311845434,-0.3906252048244058,-0.092960590134157,-0.3184634512564783,-0.3195755558759893,1
65,MU,-0.2736502510794372,-1.367858470788242,0.4347622649098105,-3.3047282729142733,-0.3754102847470359,-0.1379953613648214,-0.3863743952887726,-0.4073473825189846,-0.7953787429506116,0
66,MSFT,-0.1996387354736848,-0.7726247729083382,0.227998821105699,1.298646794265887,-0.0339360145027867,3.498765708259298,-0.3016348932636109,3.662578117103916,2.8909346520278083,0
67,MRNA,-0.5465677148756493,,-0.8201327901782199,-3.334431544215408,-0.4392378705865569,-0.1926712869426773,-0.4961422208222947,-0.5659442010462018,-0.5286104288585639,1
68,MDLZ,0.4664649049780868,0.1902532677797411,1.0610169264318792,-0.1132065692816801,-0.1826682082970598,-0.3539923346872424,-0.1771229190805096,-0.2775071299884606,-0.1636289046032748,1
69,MNST,-0.5465677148756493,,-0.8201327901782199,0.4966584691352411,-0.1518480344493161,-0.3160981288412036,-0.5492421440727366,-0.4064759714281757,-0.3924869195723113,1
70,NFLX,-0.5465677148756493,,-0.8201327901782199,-0.0594878871413295,-0.1524445539431434,-0.184551099975669,-0.1549804609661949,-0.2112798870869853,0.7415252755498422,1
71,NVDA,-0.5326905556995707,-1.516666895258218,-0.7362345466346286,1.7277642668929227,0.165301496435531,0.0972193877795191,-0.3789236155441454,0.3455517999398925,0.4813929891715269,0
72,NXPI,0.2721846765129868,-0.5275285443695543,0.6136921682018303,0.4214523141387502,-0.0594537928498434,-0.2882188202544751,0.1134050206800602,-0.3249990344375449,-0.3434652556454264,1
73,ORLY,-0.5465677148756493,,-0.8201327901782199,0.0062385004186287,,-0.3953332892278772,,-0.3310989120732071,-0.3408108445599334,1
74,ODFL,-0.3661646455866277,-1.359105034054714,-0.2893074104118952,0.4043887327529918,-0.0773493776646623,-0.3919785693189072,-0.5425259482465937,-0.4103973213368157,-0.4325313652080589,0
75,ON,-0.5465677148756493,,-0.8201327901782199,0.7538761589131551,-0.0691969445823559,-0.3250303345049127,-0.2912982481249379,-0.3838192830671447,-0.4382595843305528,1
76,PCAR,-0.0654928634382585,-0.3174460627648824,-0.3040194246825723,-0.1738770808754879,-0.1049881142119938,-0.1961900346283809,-0.1269088612241134,-0.2901425908051895,-0.4596090126911731,0
77,PANW,-0.5465677148756493,,-0.8201327901782199,-0.3944396698988097,0.0106703876467435,-0.2922789137379792,-0.015566927293839,-0.3415558451629137,-0.2956858561065522,1
78,PAYX,0.679248012344625,0.7242129085249491,2.209349283559329,1.0515408564202742,0.0216728583106692,-0.3518269514960401,-0.4260419268869287,-0.3886120440665935,-0.3434652556454264,1
79,PYPL,-0.5465677148756493,,-0.8201327901782199,-0.1157345072647555,-0.1684180203889633,-0.0849434731803672,-0.254201760241477,-0.3088779292575805,-0.1576564796609155,1
80,PDD,-0.5465677148756493,,-0.8201327901782199,0.6445428411451474,-0.0617073109376354,4.461278536748683,-0.4869074515613483,2.2670132551734854,3.1338132663504186,1
81,PEP,0.7810138463025347,0.750473218725533,2.3807243687123525,-0.3609444916230616,-0.0021216414986641,-0.1193189313407023,0.6855409526196038,0.0536290845189158,-0.0375443780423567,1
82,QCOM,0.5034706627809631,0.5578976105879169,1.0705598546074533,0.3430862366634153,-0.0474571230295388,-0.0911689498550735,-0.1622213595912551,0.0170298187049426,0.1967074002524014,1
83,REGN,-0.5465677148756493,,-0.8201327901782199,0.9927662983137728,-0.1790228113903375,-0.1293338286000126,-0.4959323397027278,-0.2478791529009585,-0.2206987429413746,1
84,ROST,-0.0978729015157753,-0.8251453933095062,0.2172630269081779,-0.3799040264961266,-0.0332069351214422,-0.2757678669050624,0.1088925766093705,-0.3541913059796426,-0.3501012833591589,0
85,SGEN,-0.5465677148756493,,-0.8201327901782199,-2.9937919009960083,-0.4782767574603657,-0.3640072319465526,-0.5272046265182054,-0.4988520826370987,-0.4733382904281143,1
86,SIRI,0.2999389948651439,-0.6150629117048344,0.3826737819514671,-0.035472476302114,,-0.3961361050460155,,-0.3899191607028069,-0.3852722302419413,1
87,SBUX,0.4710906247034464,0.0151845331091813,1.5345847371447576,-0.2080042436470046,,-0.2906548763445776,,-0.2134584148140075,-0.2784321840508476,1
88,SNPS,-0.5465677148756493,,-0.8201327901782199,0.3974369032995347,-0.1556259912435556,-0.3545336804850429,-0.4945156421456507,-0.4012475048833224,-0.3666913526434902,1
89,TMUS,-0.3569132061359087,,-0.8201327901782199,-0.3053298559954046,-0.2166698194452159,-0.2614222032633477,0.3708766841088332,0.3106953563075371,0.1124298482879983,0
90,TSLA,-0.5465677148756493,,-0.8201327901782199,-0.2244358405369942,-0.1442921208608369,0.308344248921735,-0.4740522329878718,0.0545004956097247,-0.3481104750450391,1
91,TXN,0.9059082788872418,0.6279251044561409,1.734588606824504,1.5451207476157307,0.0091459489402959,-0.1553184268944391,-0.1987931446757986,-0.1903660209075721,-0.4641334563863959,1
92,TTD,-0.5465677148756493,,-0.8201327901782199,-0.4051834063268798,-0.2433806367799272,-0.3564283907773449,-0.4924693012298728,-0.4456598425374881,-0.4183986169861227,1
93,VRSK,-0.2921531299808753,,0.1719341180741996,0.2704080196499998,0.1494605898772283,-0.3862538375071663,3.5567146682956703,-0.4291326597892067,-0.4271449015128222,0
94,VRTX,-0.5465677148756493,,-0.8201327901782199,1.338461817499323,-0.1374652866537023,-0.0746579030221566,-0.5291984971540915,-0.2844784187149317,-0.1948182348578177,1
95,WBA,3.3251596952502736,2.299831520559988,0.6975904117454216,-1.0725590338587645,-0.3725602471654167,-0.3775679441814565,0.0827623772232834,-0.3768479943406736,-0.2432612371680652,4
96,WBD,-0.5465677148756493,,-0.8201327901782199,-1.6584086614364704,-0.3588402988073887,-0.3307144653818186,-0.0433237053565701,-0.1816519099994832,0.9717954372163607,1
97,WDAY,-0.5465677148756493,,-0.8201327901782199,-0.8722199487000454,-0.285799800785424,-0.2113477169667965,-0.2933970593206075,-0.3947119217022558,-0.3421380501026799,1
98,XEL,1.0030483931197918,0.7417197819920052,1.7560601952195465,-0.1903086777654774,-0.2246896926400051,-0.3803829423300193,0.2712356225944171,-0.252236208355003,-0.523301606687578,2
99,ZM,-0.5465677148756493,,-0.8201327901782199,-0.6036265379982926,-0.2695612145645697,-0.2219039600239072,-0.5472482734368505,-0.411704437973029,-0.3474468722736659,1
100,ZS,-0.5465677148756493,,-0.8201327901782199,-1.535803669257317,-0.472576682297127,-0.3347745588653227,0.2430066120126604,-0.4494064745224209,-0.4169300640530737,1
